Name,Studio,Description,Founded,Amount Raised,Crunchbase URL,LinkedIn URL,Website,# Employees,End Customer,Industry,City,State,Country,Status
Sticky,Menlo Labs,Productivity App,2021,$4,https://www.crunchbase.com/organization/sticky-app,https://www.linkedin.com/company/sticky-app/,https://www.sticky.app/,4,Consumer,Productivity,San Francisco,CA,USA,Active
Onedrus,NASA Startup Studio,Multi-stage air filtration system,2020,,,https://www.linkedin.com/company/onedrus/,https://www.onedrus.com/,4,Consumer,Facilities Services,Dallas,TX,USA,Active
SMART Tire Company,NASA Startup Studio,Airless tires,2020,,,https://www.linkedin.com/company/smarttire/,https://www.smarttirecompany.com/,3,Consumer,Automotive,Los Angeles,CA,USA,Active
Smart Tire Company,NASA Startup Studio,Synthetic material tires,2020,,,https://www.linkedin.com/company/smarttire/,https://www.smarttirecompany.com/,3,Business,Transportation,Los Angeles,CA,USA,Active
Applied XL,New Lab Venture Studio,Journalism AI for gathering online information,2020,$5,https://www.crunchbase.com/organization/applied-xl?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/appliedxl/,https://www.appliedxl.com/,10,Business,Digital Media,New York,NY,USA,Active
Spiro Devices,New Lab Venture Studio,Covid ventilators,2020,,,,,,Business,Healthcare,New York,NY,USA,Inactive
Ovationz,Nobody Studios,Virtual talent marketplace,2021,,,https://www.linkedin.com/company/ovationz/,http://www.ovationz.com/,8,Consumer,Software Development,L/una Beach,CA,USA,Active
Parentipity,Nobody Studios,Global parenting network,2020,,,https://www.linkedin.com/company/parentipity/,http://www.parentipty.com,2,Consumer,Software Development,L/una Beach,CA,USA,Active
Ardius,Operate Studio,Tax credit software,2018,,https://www.crunchbase.com/organization/ardius?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/ardius/,https://ardius.com/,58,Business,Enterprise Software,Brea,CA,USA,Active
Arnie,Operate Studio,Crypto and green energy 401k manager,2020,$0,https://www.crunchbase.com/organization/arnie?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/arnie401k/,https://www.arnie.co/,13,Consumer,Finance,San Francisco,CA,USA,Active
Cheese,Operate Studio,Cashback debit card,2019,$4,https://www.crunchbase.com/organization/cheese?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/cheese-financial-inc/,https://www.earncheese.com/,18,Consumer,Finance,Pasadena,CA,USA,Active
Givsum,Operate Studio,Software for nonprofit management,2013,$4,https://www.crunchbase.com/organization/givsum?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/givsum/,https://www.givsum.com/,19,Business,Enterprise Software,Costa Mesa,CA,USA,Active
Grin Gaming,Operate Studio,Gaming social network,2020,,https://www.crunchbase.com/organization/grin-gaming?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/gringaming/,https://www.gringaming.com/,15,Consumer,Social Media,Los Angeles,CA,USA,Active
Knit,Operate Studio,Market research social platform,2015,$6,https://www.crunchbase.com/organization/purpics?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/goknit/,https://goknit.com/,17,Business,Marketing,Austin,TX,USA,Active
Launch House,Operate Studio,Social network for startup founders,2020,$15,https://www.crunchbase.com/organization/launch-house?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/launch-house-inc/,https://www.launchhouse.com/,72,Consumer,Social network,Los Angeles,CA,USA,Active
Lolly,Operate Studio,Content-based dating app,2018,$3,https://www.crunchbase.com/organization/skippit?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/lollydating/,https://www.thelollyapp.com/,22,Consumer,Social network,Marina Del Rey,CA,USA,Active
Mustard,Operate Studio,Food ordering app,2020,,,https://www.linkedin.com/company/mustardlove/,https://get.mustard.love/,16,Consumer,Food,Los Angeles,CA,USA,Active
Ramped,Operate Studio,Job application platform,2020,$3,https://www.crunchbase.com/organization/ramped?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/ramped-careers/,https://www.rampedcareers.com/,205,Business,HR Software,San Francisco,CA,USA,Active
SailPlan,Operate Studio,Marine emissions optimization platform,2020,,https://www.crunchbase.com/organization/sailplan?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/sailplanai/,https://www.sailplan.ai/,13,Business,Transportation,Ft Lauderdale,FL,USA,Active
Scener,Operate Studio,Streaming and content platform,2018,$2,https://www.crunchbase.com/organization/scener?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/scener/,https://scener.com/,13,Consumer,Digital Media,Seattle,WA,USA,Active
Short Story,Operate Studio,Petite clothing brand,2019,,https://www.crunchbase.com/organization/short-story,https://www.linkedin.com/company/shortstorybox/,https://my.shortstorybox.com/,43,Consumer,Clothing,San Francisco,CA,USA,Active
Smerf,Operate Studio,Gaming social network,2019,,,https://www.linkedin.com/company/smerfgaming/,https://www.smerf.com/,8,Consumer,Social network,Remote,,USA,Active
Souq,Operate Studio,Web 3 in-game item manager,2020,$3,https://www.crunchbase.com/organization/souq-g-commerce?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/souqgg/,https://www.souq.gg/,7,Consumer,Digital Media,New York,NY,USA,Active
Spoonful,Operate Studio,Food allergen reporting app,2018,$1,https://www.crunchbase.com/organization/spoonful?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/spoonfulapp/,https://spoonfulapp.com/,10,Consumer,Health and wellness,Orinda,CA,USA,Active
Torpago,Operate Studio,Corporate credit card platform,2019,$80,https://www.crunchbase.com/organization/torpago?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/torpago/,https://www.torpago.com/,26,Business,Fintech,San Francisco,CA,USA,Active
Brave,Oregon Enterprise Blockchain Venture Studio,Web browser with privacy protection,2015,$42,https://www.crunchbase.com/organization/brave-software?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/brave-software/,https://brave.com/,207,Business,Tech,San Francisco,CA,USA,Active
Chronicled,Oregon Enterprise Blockchain Venture Studio,Blockchain software for healthcare industry,2014,$36,https://www.crunchbase.com/organization/chronicled?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/chronicled/,https://www.chronicled.com/,51,Business,Enterprise Software,San Francisco,CA,USA,Active
Concord,Oregon Enterprise Blockchain Venture Studio,Data privacy and data collection,2018,,https://www.crunchbase.com/organization/concord-tech?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/concordtech/,https://www.concord.tech/,21,Business,Enterprise Software,Portland,OR,USA,Active
Everest,Oregon Enterprise Blockchain Venture Studio,Financial transaction system,2016,,https://www.crunchbase.com/organization/everest-5819?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/everestdotorg/,https://everest.org/,11,Business,Fintech,Ta’Xbiex,,Malta,Active
Qiibee,Oregon Enterprise Blockchain Venture Studio,Blockchain-powered rewards and promotions,2012,$10,https://www.crunchbase.com/organization/qiibee?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/qiibee-ag/,https://www.qiibee.com/,25,Business,Enterprise Software,Zug,,Switzerland,Active
Bantam Tools,Otherlab,Milling machines,2013,$7,https://www.crunchbase.com/organization/other-machine,https://www.linkedin.com/company/bantam-tools/,https://www.bantamtools.com/,28,Business,Machinery,Peeskill,NY,USA,Active
Canvas,Otherlab,Construction robotics,2017,$43,https://www.crunchbase.com/organization/canvas-construction,,https://www.canvas.build/,,Business,Construction,,,USA,Active
fablight,Otherlab,Laser cutter machine,2015,,https://www.crunchbase.com/organization/3d-fab-light,https://www.linkedin.com/company/3d-fab-light/,https://www.3dfablight.com/,10,Business,Machinery,Oakland,CA,USA,Active
Gradient,Otherlab,Heating and cooling system,2017,$13,https://www.crunchbase.com/organization/treau-inc?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/gradient-comfort/,https://www.gradientcomfort.com/,50,Consumer,Home goods,San Francisco,CA,USA,Active
Roam,Otherlab,Robotic leg braces,2013,$12,https://www.crunchbase.com/organization/roam-robotics,https://www.linkedin.com/company/roamrobotics/,https://www.roamrobotics.com/,29,Consumer,Healthcare,San Francisco,CA,USA,Active
sunfolding,Otherlab,Solar panel equipment,2012,$32,https://www.crunchbase.com/organization/sunfolding?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/sunfoldinginc/,https://www.sunfolding.com/,53,Business,Energy,San Francisco,CA,USA,Active
Volute,Otherlab,Hydrogen tanks,2013,,,https://www.linkedin.com/company/volute-inc-/about/,http://voluteinc.com/,,Business,Energy,San Francisco,CA,USA,Active
adrun,Outroll,Esports marketing agency,2018,,,https://www.linkedin.com/company/adrun/,https://adrun.com/,23,Business,Digital Media,Kiev,,Ukraine,Active
Amazon spirit,Outroll,Natural cosmetics,2018,$0,https://www.crunchbase.com/organization/amazon-spirit-pty-ltd,,,,Consumer,Health and Wellness,Melbourne,,Australia,Inactive
Biozenthi,Outroll,Cosmetics brand,2018,,https://www.crunchbase.com/organization/biozenthi-biotecnologia,,https://www.biozenthi.com.br/,,Consumer,Health and Wellness,Criciuma,,Brazil,Inactive
Bitfy,Outroll,Natural disaster solutions,2014,,,,https://bitfy.com/,,Consumer,Construction,Melbourne,,Australia,Inactive
FitFlavors,Outroll,Diet shake powder,2018,,,,https://fit-flavors.com/,,Consumer,Health and Wellness,Melbourne,,Australia,Inactive
FullFi,Outroll,Wifi-based advertising,2016,,,,https://fullfi.com/,,Consumer,Advertising,Melbourne,,Australia,Inactive
Inspire,Outroll,Cosmetics brand,2018,,,,https://inpire.com/,,Consumer,Health and Wellness,Melbourne,,Australia,Inactive
isTrue,Outroll,Anti-counterfitting software,2015,,,,https://istrue.com/,,Consumer,Enterprise Software,Melbourne,,Australia,Inactive
LabPlasma,Outroll,Blood plasma medical equipment,2019,,,,https://labplasma.com/,,Business,Healthcare,Melbourne,,Australia,Inactive
Madeplast,Outroll,Recycled wood building material,2018,$0,https://www.crunchbase.com/organization/madeplast-pty-ltd,,https://madeplast.com.au/,,Business,Construction,Melbourne,,Australia,Inactive
Mailtug,Outroll,Email management software,2020,,,,https://mailtug.com/,,Business,Enterprise Software,Melbourne,,Australia,Inactive
MajorNap,Outroll,Sleep products,2017,,,,,,Consumer,Home goods,Melbourne,,Australia,Inactive
MealShake,Outroll,Nutrition shakes,2016,,,,https://mealshake.com/,,Consumer,Health and Wellness,Melbourne,,Australia,Inactive
Pretake,Outroll,Streaming service,2022,,,,https://pretake.com/,,Consumer,Digital Media,Melbourne,,Australia,Inactive
Probelle,Outroll,Unknown,2018,,,,,,unknown,unknown,Melbourne,,Australia,Inactive
Qualinova,Outroll,Callagen health shakes,2018,,,,https://www.qualinovacollagen.com/,,Consumer,Health and Wellness,Melbourne,,Australia,Inactive
rAero,Outroll,Drone tethers,2014,,,,https://raero.com/,,Consumer,Consumer goods,Melbourne,,Australia,Inactive
Rematcha,Outroll,Matcha green tea powder,2018,,,,https://rematcha.com/,,Consumer,Beverage,Melbourne,,Australia,Active
reParcel,Outroll,Logistics information company,2015,,,,https://reparcel.com/,,Consumer,Enterprise Software,Melbourne,,Australia,Inactive
Sended,Outroll,File sending software,2016,,,,https://sended.com/,,Consumer,Enterprise Software,Melbourne,,Australia,Inactive
SunIO,Outroll,Solar equipment,2017,,,,https://sunio.com/,,Consumer,Construction,Melbourne,,Australia,Inactive
Tin,Outroll,AI software,2019,,,,https://tin.ai/,,Business,Enterprise Software,Melbourne,,Australia,Inactive
